suggested_action,mismatch_reason,cve_id,vendor,product,repo_key,github_url,ref_kind,source_tags,verdict,confidence,audit_reason,product_repo_relation,product_repo_relation_score,vendor_owner_relation,vendor_owner_relation_score,github_repo_http_status,github_repo_checked_url,github_repo_title,github_repo_description,stored_decision_rule,stored_fitness,recommended_action_by_repo,recommended_reason_by_repo,canonical_repo_key
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2021-25982,darwin,factor,factorjs@factor,https://github.com/FactorJS/factor/blob/v1.8.30/%40plugins/plugin-forum/topic-list.vue#L139,repo_or_file,,likely_product_repo_owner_diff,medium,product-repo name matches but owner differs from CPE vendor,exact_norm,1.000000,weak,0.100000,200,https://github.com/factorjs/factor,GitHub - fictionco/fiction: Agentic Digital Self Platform · GitHub,Agentic Digital Self Platform. Contribute to fictionco/fiction development by creating an account on GitHub.,ref_clean_repo_score_ge_threshold,0.685,keep_review_not_auto_accept,medium_likely_product_or_redirected_name_variant,fictionco@fiction
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2021-25983,darwin,factor,factorjs@factor,https://github.com/FactorJS/factor/blob/v1.8.30/%40plugins/plugin-forum/topic-list.vue#L141-L143,repo_or_file,,likely_product_repo_owner_diff,medium,product-repo name matches but owner differs from CPE vendor,exact_norm,1.000000,weak,0.100000,200,https://github.com/factorjs/factor,GitHub - fictionco/fiction: Agentic Digital Self Platform · GitHub,Agentic Digital Self Platform. Contribute to fictionco/fiction development by creating an account on GitHub.,ref_clean_repo_score_ge_threshold,0.685,keep_review_not_auto_accept,medium_likely_product_or_redirected_name_variant,fictionco@fiction
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2021-25984,darwin,factor,factorjs@factor,https://github.com/FactorJS/factor/blob/v1.8.30/%40plugins/plugin-forum/topic-reply.vue#L119,repo_or_file,,likely_product_repo_owner_diff,medium,product-repo name matches but owner differs from CPE vendor,exact_norm,1.000000,weak,0.100000,200,https://github.com/factorjs/factor,GitHub - fictionco/fiction: Agentic Digital Self Platform · GitHub,Agentic Digital Self Platform. Contribute to fictionco/fiction development by creating an account on GitHub.,ref_clean_repo_score_ge_threshold,0.685,keep_review_not_auto_accept,medium_likely_product_or_redirected_name_variant,fictionco@fiction
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2021-25985,darwin,factor,factorjs@factor,https://github.com/FactorJS/factor/blob/v1.8.30/%40factor/user/util.ts#L65,repo_or_file,,likely_product_repo_owner_diff,medium,product-repo name matches but owner differs from CPE vendor,exact_norm,1.000000,weak,0.100000,200,https://github.com/factorjs/factor,GitHub - fictionco/fiction: Agentic Digital Self Platform · GitHub,Agentic Digital Self Platform. Contribute to fictionco/fiction development by creating an account on GitHub.,ref_clean_repo_score_ge_threshold,0.685,keep_review_not_auto_accept,medium_likely_product_or_redirected_name_variant,fictionco@fiction
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2024-11023,google,firebase_javascript_sdk,firebase@firebase-js-sdk,https://github.com/firebase/firebase-js-sdk/pull/8056,pull,Issue Tracking;Patch,likely_product_repo_name_variant,medium,repo name is a variant of CPE product and owner/metadata supports product identity; v2 inserted this row from review decision,weak,0.648025,weak,0.100000,200,https://github.com/firebase/firebase-js-sdk,GitHub - firebase/firebase-js-sdk: Firebase Javascript SDK · GitHub,Firebase Javascript SDK. Contribute to firebase/firebase-js-sdk development by creating an account on GitHub.,qualifier_removed_owner_weak_review,0.6330000000000001,manual_review,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2020-23534,masterlab,masterlab,gopeak@masterlab,https://github.com/gopeak/masterlab/issues/254,issue,Exploit;Issue Tracking;Third Party Advisory,likely_product_repo_owner_diff,medium,product-repo name matches; owner differs from CPE vendor but NVD reference points directly to repo activity,exact_norm,1.000000,weak,0.177778,200,https://github.com/gopeak/masterlab,GitHub - gopeak/dectask: 简单高效、基于敏捷开发的项目管理工具 · GitHub,简单高效、基于敏捷开发的项目管理工具. Contribute to gopeak/dectask development by creating an account on GitHub.,ref_clean_repo_score_ge_threshold,0.7122222222222222,keep_review_not_auto_accept,medium_likely_product_or_redirected_name_variant,gopeak@dectask
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2022-24796,raspberrymatic,raspberrymatic,jens-maus@raspberrymatic,https://github.com/jens-maus/RaspberryMatic/commit/34854659a63e9fb3ad529bb413e96978c6450a53,commit,Patch;Third Party Advisory,likely_product_repo_owner_diff,medium,product-repo name matches; owner differs from CPE vendor but NVD reference points directly to repo activity,exact_norm,1.000000,weak,0.192394,200,https://github.com/jens-maus/raspberrymatic,"GitHub - OpenCCU/OpenCCU: :house: Buildroot-based, cloud-free smart-home platform for a Homematic IP CCU (CCU3/ELV-Charly). Runs on Raspberry Pi & x86/ARM or as a virtual appliance (Proxmox VE, Home Assistant, Docker/LXC/K8s)... · GitHub",":house: Buildroot-based, cloud-free smart-home platform for a Homematic IP CCU (CCU3/ELV-Charly). Runs on Raspberry Pi &amp; x86/ARM or as a virtual appliance (Proxmox VE, Home Assistant, Docker/LX...",ref_clean_repo_score_ge_threshold,0.7173379938570534,keep_review_not_auto_accept,medium_likely_product_or_redirected_name_variant,openccu@openccu
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2024-24578,raspberrymatic,raspberrymatic,jens-maus@raspberrymatic,https://github.com/jens-maus/RaspberryMatic/security/advisories/GHSA-q967-q4j8-637h,repo_or_file,Exploit;Vendor Advisory,likely_product_repo_owner_diff,medium,product-repo name matches but owner differs from CPE vendor,exact_norm,1.000000,weak,0.192394,200,https://github.com/jens-maus/raspberrymatic,"GitHub - OpenCCU/OpenCCU: :house: Buildroot-based, cloud-free smart-home platform for a Homematic IP CCU (CCU3/ELV-Charly). Runs on Raspberry Pi & x86/ARM or as a virtual appliance (Proxmox VE, Home Assistant, Docker/LXC/K8s)... · GitHub",":house: Buildroot-based, cloud-free smart-home platform for a Homematic IP CCU (CCU3/ELV-Charly). Runs on Raspberry Pi &amp; x86/ARM or as a virtual appliance (Proxmox VE, Home Assistant, Docker/LX...",ref_clean_repo_score_ge_threshold,0.7173379938570534,keep_review_not_auto_accept,medium_likely_product_or_redirected_name_variant,openccu@openccu
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2023-50572,jline,jline,jline@jline3,https://github.com/jline/jline3/issues/909,issue,Exploit;Issue Tracking,likely_product_repo_name_variant,medium,repo name is a variant of CPE product and owner/metadata supports product identity,medium_name_similarity,0.863880,exact_norm,1.000000,200,https://github.com/jline/jline3,GitHub - jline/jline3: JLine is a Java library for handling console input. · GitHub,JLine is a Java library for handling console input. - jline/jline3,score_threshold,0.911522170408306,manual_review,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2021-43785,emoji_button_project,emoji_button,joeattardi@emoji-button,https://github.com/joeattardi/emoji-button/commit/05970c09180cd27fff493e998ac5bf0468b1bb16,commit,Patch;Third Party Advisory,likely_product_repo_owner_diff,medium,product-repo name matches; owner differs from CPE vendor but NVD reference points directly to repo activity,exact_norm,1.000000,weak,0.148628,200,https://github.com/joeattardi/emoji-button,"GitHub - joeattardi/picmo: JavaScript emoji picker. Any app, any framework. · GitHub","JavaScript emoji picker. Any app, any framework. Contribute to joeattardi/picmo development by creating an account on GitHub.",ref_clean_repo_score_ge_threshold,0.6915197004569797,manual_review,medium_likely_product_or_redirected_name_variant,joeattardi@picmo
keep_review,CPE product jquery_ui but repo is jquery core; product boundary/CPE correctness needs manual confirmation,CVE-2012-6662,jqueryui,jquery_ui,jquery@jquery,https://github.com/jquery/jquery/issues/2432,issue,,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,right_subset_extra_qualifier,0.880000,weak,0.769031,200,https://github.com/jquery/jquery,GitHub - jquery/jquery: jQuery JavaScript Library · GitHub,jQuery JavaScript Library. Contribute to jquery/jquery development by creating an account on GitHub.,qualifier_removed_owner_weak_review,0.8931607978309961,,,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2020-26164,kde,kdeconnect,kde@kdeconnect-kde,https://github.com/KDE/kdeconnect-kde/commit/024e5f23db8d8ad3449714b906b46094baaffb89,commit,Patch;Third Party Advisory,likely_product_repo_name_variant,medium,repo name is a variant of CPE product and owner/metadata supports product identity,medium_name_similarity,0.846550,exact_norm,1.000000,200,https://github.com/kde/kdeconnect-kde,GitHub - KDE/kdeconnect-kde: Multi-platform app that allows your devices to communicate · GitHub,Multi-platform app that allows your devices to communicate - KDE/kdeconnect-kde,score_threshold,0.9002576755341514,manual_review,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2021-43685,libretime,libretime_hv,libretime@libretime,https://github.com/LibreTime/libretime/issues/1437,issue,Broken Link;Third Party Advisory,likely_product_repo_name_variant,medium,repo name is a variant of CPE product and owner/metadata supports product identity,medium_name_similarity,0.856305,exact_norm,1.000000,200,https://github.com/libretime/libretime,GitHub - libretime/libretime: LibreTime: Radio Broadcast & Automation Platform · GitHub,LibreTime: Radio Broadcast & Automation Platform. Contribute to libretime/libretime development by creating an account on GitHub.,score_threshold,0.9065979279840636,manual_review,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2026-41213,node-oauth,node-oauth/oauth2-server,node-oauth@node-oauth2-server,https://github.com/node-oauth/node-oauth2-server/security/advisories/GHSA-jhm7-29pj-4xvf,repo_or_file,Exploit;Mitigation;Vendor Advisory,likely_product_repo_name_variant,medium,repo name is a variant of CPE product and owner/metadata supports product identity; v2 inserted this row from review decision,medium_name_similarity,0.845900,exact_norm,1.000000,200,https://github.com/node-oauth/node-oauth2-server,"GitHub - node-oauth/node-oauth2-server: 🚀 The successor to oauthjs/oauth2-server. 🔒 Complete, compliant, maintained and well tested OAuth2 Server for node.js. Includes native async await and PKCE. · GitHub","🚀 The successor to oauthjs/oauth2-server. 🔒 Complete, compliant, maintained and well tested OAuth2 Server for node.js.  Includes native async await and PKCE. - node-oauth/node-oauth2-server",borderline_ref_clean_review,0.8998351273096051,manual_review,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2023-3980,omeka,omeka,omeka@omeka-s,https://github.com/omeka/omeka-s/commit/c6833c0531a07bd914e9f85a61bbbc16e9b4c8df,commit,Patch,likely_product_repo_name_variant,medium,repo name is a variant of CPE product and owner/metadata supports product identity,medium_name_similarity,0.863880,exact_norm,1.000000,200,https://github.com/omeka/omeka-s,"GitHub - omeka/omeka-s: Omeka S is a web publication system for universities, galleries, libraries, archives, and museums. It consists of a local network of independently curated exhibits sharing a collaboratively built pool of items, media, and their metadata. · GitHub","Omeka S is a web publication system for universities, galleries, libraries, archives, and museums. It consists of a local network of independently curated exhibits sharing a collaboratively built p...",score_threshold,0.911522170408306,manual_review,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2023-3981,omeka,omeka,omeka@omeka-s,https://github.com/omeka/omeka-s/commit/dc01ca1b03e845db8a6a6b665d8da36c8dcd2c31,commit,Patch,likely_product_repo_name_variant,medium,repo name is a variant of CPE product and owner/metadata supports product identity,medium_name_similarity,0.863880,exact_norm,1.000000,200,https://github.com/omeka/omeka-s,"GitHub - omeka/omeka-s: Omeka S is a web publication system for universities, galleries, libraries, archives, and museums. It consists of a local network of independently curated exhibits sharing a collaboratively built pool of items, media, and their metadata. · GitHub","Omeka S is a web publication system for universities, galleries, libraries, archives, and museums. It consists of a local network of independently curated exhibits sharing a collaboratively built p...",score_threshold,0.911522170408306,manual_review,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2023-3982,omeka,omeka,omeka@omeka-s,https://github.com/omeka/omeka-s/commit/27ff6575c88d970ce95e1d4096553a927e2003b9,commit,Patch,likely_product_repo_name_variant,medium,repo name is a variant of CPE product and owner/metadata supports product identity,medium_name_similarity,0.863880,exact_norm,1.000000,200,https://github.com/omeka/omeka-s,"GitHub - omeka/omeka-s: Omeka S is a web publication system for universities, galleries, libraries, archives, and museums. It consists of a local network of independently curated exhibits sharing a collaboratively built pool of items, media, and their metadata. · GitHub","Omeka S is a web publication system for universities, galleries, libraries, archives, and museums. It consists of a local network of independently curated exhibits sharing a collaboratively built p...",score_threshold,0.911522170408306,manual_review,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2023-4157,omeka,omeka_s,omeka@omeka-s,https://github.com/omeka/omeka-s/commit/8b72619d9731b32dd21ab6dcaa01ccc3bbf0db63,commit,Patch,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,exact_norm,1.000000,exact_norm,1.000000,200,https://github.com/omeka/omeka-s,"GitHub - omeka/omeka-s: Omeka S is a web publication system for universities, galleries, libraries, archives, and museums. It consists of a local network of independently curated exhibits sharing a collaboratively built pool of items, media, and their metadata. · GitHub","Omeka S is a web publication system for universities, galleries, libraries, archives, and museums. It consists of a local network of independently curated exhibits sharing a collaboratively built p...",score_threshold,1.0,manual_review,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2023-4158,omeka,omeka_s,omeka@omeka-s,https://github.com/omeka/omeka-s/commit/2a7fb26452167c8a1d95f207ae5328c6b1b0fcf8,commit,Patch,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,exact_norm,1.000000,exact_norm,1.000000,200,https://github.com/omeka/omeka-s,"GitHub - omeka/omeka-s: Omeka S is a web publication system for universities, galleries, libraries, archives, and museums. It consists of a local network of independently curated exhibits sharing a collaboratively built pool of items, media, and their metadata. · GitHub","Omeka S is a web publication system for universities, galleries, libraries, archives, and museums. It consists of a local network of independently curated exhibits sharing a collaboratively built p...",score_threshold,1.0,manual_review,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2023-4159,omeka,omeka_s,omeka@omeka-s,https://github.com/omeka/omeka-s/commit/2a7fb26452167c8a1d95f207ae5328c6b1b0fcf8,commit,Patch,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,exact_norm,1.000000,exact_norm,1.000000,200,https://github.com/omeka/omeka-s,"GitHub - omeka/omeka-s: Omeka S is a web publication system for universities, galleries, libraries, archives, and museums. It consists of a local network of independently curated exhibits sharing a collaboratively built pool of items, media, and their metadata. · GitHub","Omeka S is a web publication system for universities, galleries, libraries, archives, and museums. It consists of a local network of independently curated exhibits sharing a collaboratively built p...",score_threshold,1.0,manual_review,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2023-4560,omeka,omeka_s,omeka@omeka-s,https://github.com/omeka/omeka-s/commit/b3d8871f22e50ff96a7070fd0be18a0df7b6cbe7,commit,Patch,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,exact_norm,1.000000,exact_norm,1.000000,200,https://github.com/omeka/omeka-s,"GitHub - omeka/omeka-s: Omeka S is a web publication system for universities, galleries, libraries, archives, and museums. It consists of a local network of independently curated exhibits sharing a collaboratively built pool of items, media, and their metadata. · GitHub","Omeka S is a web publication system for universities, galleries, libraries, archives, and museums. It consists of a local network of independently curated exhibits sharing a collaboratively built p...",score_threshold,1.0,manual_review,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2023-4561,omeka,omeka_s,omeka@omeka-s,https://github.com/omeka/omeka-s/commit/4482f4fc0f3a66c5ef058c4be9fabf3c29a105af,commit,Patch,confirmed_product_repo,high,product-repo and vendor-owner names match strongly,exact_norm,1.000000,exact_norm,1.000000,200,https://github.com/omeka/omeka-s,"GitHub - omeka/omeka-s: Omeka S is a web publication system for universities, galleries, libraries, archives, and museums. It consists of a local network of independently curated exhibits sharing a collaboratively built pool of items, media, and their metadata. · GitHub","Omeka S is a web publication system for universities, galleries, libraries, archives, and museums. It consists of a local network of independently curated exhibits sharing a collaboratively built p...",score_threshold,1.0,manual_review,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2022-1955,opft,session,oxen-io@session-android,https://github.com/oxen-io/session-android,repo_or_file,Product;Third Party Advisory,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,left_subset_extra_qualifier,0.900000,weak,0.133333,200,https://github.com/oxen-io/session-android,GitHub - oxen-io/session-android: Session Android - Onion routing based messenger [DEPRECATED SEE README] · GitHub,Session Android - Onion routing based messenger [DEPRECATED SEE README] - oxen-io/session-android,qualifier_removed_owner_weak_review,0.6799999999999999,,,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2024-2045,opft,session,oxen-io@session-android,https://github.com/oxen-io/session-android/,repo_or_file,Product,confirmed_product_repo_owner_diff,high,product-repo name matches and GitHub title/description contains product identity,left_subset_extra_qualifier,0.900000,weak,0.133333,200,https://github.com/oxen-io/session-android,GitHub - oxen-io/session-android: Session Android - Onion routing based messenger [DEPRECATED SEE README] · GitHub,Session Android - Onion routing based messenger [DEPRECATED SEE README] - oxen-io/session-android,qualifier_removed_owner_weak_review,0.6799999999999999,,,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2020-36648,pouet,pouet2.0,pouetnet@pouet2.0,https://github.com/pouetnet/pouet2.0/commit/11d615931352066fb2f6dcb07428277c2cd99baf,commit,Patch,likely_product_repo_owner_diff,medium,product-repo name matches; owner differs from CPE vendor but NVD reference points directly to repo activity,exact_norm,1.000000,weak,0.666667,200,https://github.com/pouetnet/pouet2.0,GitHub - pouetnet/pouet-www-v2.0: The next generation of trumpets. Now with 10% more whining sound. · GitHub,The next generation of trumpets. Now with 10% more whining sound. - pouetnet/pouet-www-v2.0,ref_clean_repo_score_ge_threshold,0.8833333333333333,manual_review,medium_likely_product_or_redirected_name_variant,pouetnet@pouet-www-v2.0
keep_review,medium_likely_product_or_redirected_name_variant,CVE-2012-2671,rtomayko,rack-cach,rtomayko@rack-cache,https://github.com/rtomayko/rack-cache/blob/master/CHANGES,repo_or_file,,likely_product_repo_name_variant,medium,repo name is a variant of CPE product and owner/metadata supports product identity,medium_name_similarity,0.866081,exact_norm,1.000000,200,https://github.com/rtomayko/rack-cache,GitHub - rtomayko/rack-cache: Real HTTP Caching for Ruby Web Apps · GitHub,Real HTTP Caching for Ruby Web Apps. Contribute to rtomayko/rack-cache development by creating an account on GitHub.,score_threshold,0.9129529527701483,manual_review,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2019-20172,serenityos,serenityos,serenityos@serenity,https://github.com/SerenityOS/serenity/commit/0fc24fe2564736689859e7edfa177a86dac36bf9,commit,Patch;Third Party Advisory,likely_product_repo_name_variant,medium,repo name is a variant of CPE product and owner/metadata supports product identity; v2 inserted this row from review decision,medium_name_similarity,0.840959,exact_norm,1.000000,200,https://github.com/serenityos/serenity,GitHub - SerenityOS/serenity: The Serenity Operating System 🐞 · GitHub,The Serenity Operating System 🐞. Contribute to SerenityOS/serenity development by creating an account on GitHub.,borderline_ref_clean_review,0.896623058698664,manual_review,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2021-28874,serenityos,serenityos,serenityos@serenity,https://github.com/SerenityOS/serenity/commit/c9f25bca048443e317f1994ba9b106f2386688c3,commit,Third Party Advisory,likely_product_repo_name_variant,medium,repo name is a variant of CPE product and owner/metadata supports product identity; v2 inserted this row from review decision,medium_name_similarity,0.840959,exact_norm,1.000000,200,https://github.com/serenityos/serenity,GitHub - SerenityOS/serenity: The Serenity Operating System 🐞 · GitHub,The Serenity Operating System 🐞. Contribute to SerenityOS/serenity development by creating an account on GitHub.,borderline_ref_clean_review,0.896623058698664,manual_review,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2021-30045,serenityos,serenityos,serenityos@serenity,https://github.com/SerenityOS/serenity/commit/4317db7498eaa5a37068052bb0310fbc6a5f78e4,commit,Patch;Third Party Advisory,likely_product_repo_name_variant,medium,repo name is a variant of CPE product and owner/metadata supports product identity; v2 inserted this row from review decision,medium_name_similarity,0.840959,exact_norm,1.000000,200,https://github.com/serenityos/serenity,GitHub - SerenityOS/serenity: The Serenity Operating System 🐞 · GitHub,The Serenity Operating System 🐞. Contribute to SerenityOS/serenity development by creating an account on GitHub.,borderline_ref_clean_review,0.896623058698664,manual_review,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2021-31272,serenityos,serenityos,serenityos@serenity,https://github.com/SerenityOS/serenity/issues/3991,issue,Third Party Advisory,likely_product_repo_name_variant,medium,repo name is a variant of CPE product and owner/metadata supports product identity; v2 inserted this row from review decision,medium_name_similarity,0.840959,exact_norm,1.000000,200,https://github.com/serenityos/serenity,GitHub - SerenityOS/serenity: The Serenity Operating System 🐞 · GitHub,The Serenity Operating System 🐞. Contribute to SerenityOS/serenity development by creating an account on GitHub.,borderline_ref_clean_review,0.896623058698664,manual_review,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2021-4327,serenityos,serenityos,serenityos@serenity,https://github.com/SerenityOS/serenity/commit/f6c6047e49f1517778f5565681fb64750b14bf60,commit,Patch,likely_product_repo_name_variant,medium,repo name is a variant of CPE product and owner/metadata supports product identity; v2 inserted this row from review decision,medium_name_similarity,0.840959,exact_norm,1.000000,200,https://github.com/serenityos/serenity,GitHub - SerenityOS/serenity: The Serenity Operating System 🐞 · GitHub,The Serenity Operating System 🐞. Contribute to SerenityOS/serenity development by creating an account on GitHub.,borderline_ref_clean_review,0.896623058698664,manual_review,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2022-29334,h_project,h,sijido@h,https://github.com/SiJiDo/H/issues/27,issue,Exploit;Issue Tracking;Third Party Advisory,likely_product_repo_owner_diff,medium,product-repo name matches; owner differs from CPE vendor but NVD reference points directly to repo activity,exact_norm,1.000000,weak,0.100000,200,https://github.com/sijido/h,GitHub - SiJiDo/H: H是一款强大的资产收集管理平台 · GitHub,H是一款强大的资产收集管理平台. Contribute to SiJiDo/H development by creating an account on GitHub.,ref_clean_repo_score_ge_threshold,0.65,keep_review_not_auto_accept,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2026-30964,spomky-labs,webauthn-lib,web-auth@webauthn-framework,https://github.com/web-auth/webauthn-framework/commit/535cc3c2dcbd9c3dfd5e00a254ad4a984e5e7839,commit,Patch,likely_product_repo_name_variant,medium,repo name is a variant of CPE product and owner/metadata supports product identity; v2 inserted this row from review decision,weak,0.511993,weak,0.080000,200,https://github.com/web-auth/webauthn-framework,GitHub - web-auth/webauthn-framework: FIDO-U2F / FIDO2 / Webauthn Framework · GitHub,FIDO-U2F / FIDO2 / Webauthn Framework. Contribute to web-auth/webauthn-framework development by creating an account on GitHub.,qualifier_removed_owner_weak_review,0.6260000000000001,keep_review_not_auto_accept,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2023-43361,xiph,vorbis-tools,xiph@vorbis,https://github.com/xiph/vorbis,repo_or_file,Not Applicable,likely_product_repo_name_variant,medium,repo name is a variant of CPE product and owner/metadata supports product identity,weak,0.626281,exact_norm,1.000000,200,https://github.com/xiph/vorbis,GitHub - xiph/vorbis: Reference implementation of the Ogg Vorbis audio format. · GitHub,Reference implementation of the Ogg Vorbis audio format. - xiph/vorbis,score_threshold,0.9804999999999999,keep_review_not_auto_accept,medium_likely_product_or_redirected_name_variant,
keep_review,product-adjacent/canonical/redirect/versioned repo ambiguity; do not auto-insert unless manually approved,CVE-2024-24393,oaooa,pichome,zyx0814@pichome,https://github.com/zyx0814/Pichome/issues/24,issue,Exploit;Issue Tracking;Vendor Advisory,likely_product_repo_owner_diff,medium,product-repo name matches; owner differs from CPE vendor but NVD reference points directly to repo activity,exact_norm,1.000000,weak,0.000000,200,https://github.com/zyx0814/pichome,GitHub - zyx0814/FilePress: 一款全新的文件驱动型建站系统 · GitHub,一款全新的文件驱动型建站系统. Contribute to zyx0814/FilePress development by creating an account on GitHub.,ref_clean_repo_score_ge_threshold,0.65,keep_review_not_auto_accept,medium_likely_product_or_redirected_name_variant,zyx0814@filepress
